customer_id,net_revenue,cumulative_share
10357,1372843.431,0.052831534263781024
8325,1365515.551,0.05321429386392339
14645,1360129.0905,0.05359554361713236
3945,1352393.316,0.05397462500107433
15541,1349538.5495,0.05435290618227732
7448,1347988.2025000001,0.05473075279486819
10178,1347546.9095,0.055108475711224264
9542,1346141.6905,0.05548580473894087
9916,1346013.932,0.05586309795542682
18821,1334432.8699999999,0.05623714495281471
18258,1331752.8514999999,0.05661044073004354
11879,1329914.7625000002,0.05698322128339947
19170,1319442.109,0.057353066309098366
11328,1311487.2595,0.05772068155791073
9146,1307181.749,0.05808708995450074
13028,1299085.0535,0.05845122881418962
6548,1289751.011,0.05881275130354688
5887,1281231.9105,0.05917188585415194
2593,1279985.6075,0.05953067106092303
3208,1279694.569,0.05988937468841089
11713,1277056.3800000001,0.06024733882071981
5286,1275604.7334999999,0.060604896050570914
6036,1273366.9949999999,0.0609618260331579
3452,1271533.5205,0.061318242085335234
19576,1263033.4294999999,0.06167227552720108
15072,1260757.5415,0.062025671028341736
2568,1260065.7680000002,0.06237887262253783
12725,1259326.8835,0.06273186710438317
10427,1256985.177,0.06308420519630825
5779,1256738.621,0.06343647417757702
1338,1256323.6834999998,0.06378862685016554
9413,1255959.0555,0.06414067731603267
6629,1253239.3260000001,0.06449196543058482
10303,1250275.9135,0.06484242288847934
3329,1249820.0655,0.06519275257031294
18555,1247462.907,0.06554242153096745
13514,1240789.051,0.06589021978245861
2217,1239352.7825,0.06623761544200832
7659,1238494.7945,0.06658477060400853
2526,1238130.2105,0.06693182357162072
12645,1237079.6305,0.06727858205735725
15533,1236240.6485000001,0.0676251053730039
18353,1236023.6615,0.067971567866306
7950,1234204.631,0.06831752047791079
18513,1228180.8445,0.06866178459749483
13607,1227395.1725,0.06900582849000028
11994,1226360.913,0.06934958247533303
11787,1226240.379,0.06969330267449206
10915,1221423.114,0.07003567257454694
11835,1218140.5735,0.07037712236505911
16892,1213748.258,0.07071734097155197
238,1204491.659,0.07105496491544337
7483,1199351.3144999999,0.07139114799972392
4505,1197051.4165,0.07172668641317798
5488,1191268.6085,0.07206060388187153
12379,1188806.9579999999,0.07239383133985054
6017,1187570.453,0.0727267122004151
13603,1184883.9455,0.07305884002192731
15310,1182981.4295,0.07339043456041475
1647,1178486.5325,0.07372076916086842
10483,1177569.023,0.07405084657965243
8721,1176811.696,0.07438071171657742
5608,1175840.3815000001,0.07471030459007094
9267,1173117.7365,0.0750391342950229
10698,1170436.895,0.07536721254912554
1771,1170170.7434999999,0.07569521619987293
14160,1167919.697,0.07602258887306933
4061,1165453.3885,0.07634927022989468
10348,1160402.2195,0.076674535723367
7427,1159892.348,0.07699965829777015
6637,1157866.762,0.07732421309212362
7975,1153854.6060000001,0.07764764326272222
3468,1153383.389,0.0779709413492663
5717,1153340.2235,0.07829422733634399
14675,1152341.4995,0.07861723337699511
16395,1151124.34,0.07893989824285465
19266,1148162.6794999999,0.07926173294314932
16770,1145907.0015,0.07958293536766457
9175,1143468.6915,0.07990345432390299
14347,1138799.0435,0.08022266435868682
10217,1138291.556,0.08054173214264644
16835,1135400.0185,0.08085998941680522
11275,1133782.0395,0.08117779316482537
17420,1132031.208,0.08149510614760719
10,1129100.575,0.0818115976619594
5924,1127259.2255,0.08212757303850725
3686,1126565.581,0.08244335398366157
8051,1126196.8244999999,0.08275903156485905
638,1122099.8555,0.0830735607488705
3190,1121364.637,0.083387883848126
7718,1121068.7425000002,0.08370212400694159
9611,1118989.638,0.08401578138425281
16173,1116594.27,0.08432876733010561
2534,1115709.4385,0.08464150525406595
6643,1113590.8475,0.0849536493282943
9500,1108956.6230000001,0.08526449441042014
4598,1108042.6295,0.0855750832964255
3872,1107160.479,0.0858854249120337
14452,1101583.21,0.08619420319630469
17765,1100122.805,0.08650257212307445
6402,1099800.262,0.08681085063972065
8185,1099785.4844999998,0.08711912501417307
6523,1092956.4845,0.08742548519196369
9795,1086855.1035,0.0877301351276775
5391,1083226.6909999999,0.08803376800451077
5514,1082868.393,0.08833730044894755
16543,1081854.547,0.08864054870819928
4889,1081151.014,0.08894359976427044
1985,1077690.9864999999,0.08924568096046603
397,1077342.5755,0.08954766449563174
2909,1075602.1745,0.08984916018927096
5822,1074062.5415,0.09015022431747612
13620,1072860.9255,0.09045095162779639
772,1072439.172,0.09075156071888371
19284,1071690.6175000002,0.0910519599870797
16472,1068636.0345,0.09135150304315356
5861,1068171.0215,0.09165091575417951
18082,1065524.7095,0.09194958669311634
12328,1065405.9115,0.09224822433248735
18550,1064816.6715,0.09254669680547369
16097,1062906.552,0.09284463386414304
5088,1059326.646,0.09314156746050245
12286,1059080.754,0.09343843213232741
15670,1058937.5555,0.0937352566650265
8416,1058081.49,0.09403184123906072
11176,1057582.944,0.09432828606860981
10628,1057348.7145,0.09462466524267098
1932,1055818.4865,0.09492061548755812
10888,1054392.521,0.0952161660284769
5574,1054259.846,0.09551167938004995
4990,1052588.025,0.09580672411335128
10618,1051658.135,0.09610150819467814
10157,1050973.9445,0.09639610049460637
11052,1050551.7295,0.09669057444594131
19069,1049799.5685,0.09698483756346818
16424,1049279.5095,0.09727895490632794
10879,1049085.524,0.09757301787425776
1876,1048988.084,0.0978670535293566
9184,1048934.788,0.09816107424536841
12729,1047476.7235000001,0.09845468625993073
13079,1046842.5615,0.09874812051628784
734,1044075.4045,0.09904077912720753
8957,1042068.9475,0.09933287532001454
12101,1041085.27,0.09962469578399057
8112,1040812.546,0.0999164398023127
5393,1040582.318,0.10020811928678376
507,1039021.002,0.1004993611279871
9165,1038205.346,0.10079037433747388
4067,1037707.5789999999,0.10108124802083242
15565,1037054.6845,0.10137193869518929
2594,1033991.4425,0.1016617707302709
15556,1033421.688,0.10195144306083327
5416,1033379.2424999999,0.1022411034937482
4676,1031254.969,0.10253016848410307
7454,1029571.2175,0.10281876151201827
17832,1028914.369,0.1031071704226094
17567,1026868.997,0.10339500600705402
19613,1026598.5335,0.10368276577947218
13679,1023947.2525,0.10396978238697016
16523,1023139.557,0.10425657259411233
17522,1023098.6925,0.10454335134676783
17165,1021549.8230000001,0.10482969594496054
18831,1021481.6745000001,0.10511602144084964
9212,1016665.134,0.10540099684071495
10439,1015633.0190000001,0.10568568293451969
11444,1015206.3745,0.10597024943812415
3717,1013543.3665,0.10625434979377692
11421,1010617.697,0.10653763007228949
1584,1009809.758,0.1068206838821922
3816,1008964.5460000001,0.10710350077571051
579,1007977.5804999999,0.10738604101875798
11846,1007609.2985,0.1076684780308529
1100,1007354.0155,0.10795084348607766
16548,1004424.8099999999,0.10823238787300692
18892,1001366.087,0.10851307488735512
2805,1000642.0555,0.10879355895270927
19315,999621.7715,0.10907375702828061
10318,995319.89,0.10935274926885315
5508,993791.911,0.10963131321065558
3131,993604.162,0.10990982452564456
13277,993531.927,0.11018831559286725
6018,992643.268,0.11046655756533358
19665,992178.5835,0.11074466928483188
3351,989733.2239999999,0.11102209556004963
15266,989283.379,0.11129939574187198
1315,989272.5244999999,0.11157669288113352
19025,988058.0255,0.11185364959135251
16347,987423.261,0.11213042837448305
5563,987271.2655,0.1124071645526526
13945,984424.1749999999,0.11268310267969739
14299,984410.317,0.11295903692228802
12905,984068.439,0.11323487533507544
5763,983998.064,0.11351069402146219
9056,982608.0495,0.11378612308109307
1749,981254.541,0.11406117274674937
12435,980406.1795,0.11433598461320355
2456,979701.208,0.11461059887325972
3331,978704.6465,0.11488493379304696
11156,978119.5634999999,0.11515910471167363
16367,973340.0915,0.11543193592472883
14786,973216.447,0.11570473247972442
1852,971311.5685,0.11597699508947679
3960,965554.999,0.11624764410922764
12706,964431.828,0.1165179782995483
1663,964073.766,0.11678821212362422
15567,961483.935,0.11705772000746663
16907,959741.9465000001,0.11732673960479979
13823,959462.0959999999,0.11759568075889194
10215,959296.6275000001,0.11786457553148602
13952,957190.9205,0.11813288006578603
6477,957142.8855,0.11840117113567886
12528,956284.049,0.11866922147018417
13064,955193.7045,0.11893696617666165
18727,954949.9115,0.11920464254696299
6156,954363.7925,0.11947215462570873
16902,953839.267,0.11973951967780913
18277,953141.0469999999,0.1200066890159846
19940,953093.781,0.12027384510530675
950,952644.8485,0.12054087535701095
5939,951806.96,0.12080767074513782
5048,951621.1605,0.12107441405290406
17436,951092.227,0.1213410090984445
13974,949894.4025,0.12160726838887301
11481,949457.4835,0.12187340520911684
16409,948893.308,0.12213938388865796
1072,948495.2764999999,0.12240525099833986
15371,948119.7579999999,0.12267101284864862
6837,947830.9395000001,0.12293669374194925
12801,947827.342,0.12320237362685589
2830,946734.02,0.12346774704912926
1299,946331.3545,0.12373300760261423
13281,945066.5025000001,0.12399791361290458
18372,944782.7250000001,0.12426274007919974
3240,944039.696,0.1245273582714238
18929,942568.05,0.12479156395524832
3031,942225.1745,0.12505567352966626
182,941595.5265,0.12531960661117164
7023,940808.4735,0.1255833190784985
11764,940604.6725,0.1258469744195706
4987,939008.28,0.1261101822852884
8999,936367.224,0.12637264985219537
5328,934615.311,0.12663462635071515
9224,931254.267,0.1268956607348397
10298,930743.9285,0.1271565520689931
11231,929548.301,0.12741710826386266
14038,928792.364,0.1276774525664959
9252,928308.5650000001,0.12793766125828845
4530,922168.8415,0.12819614896044446
14020,921911.7445,0.12845456459725868
11329,920666.9284999999,0.1287126313070511
98,920499.912,0.1289706512014347
2383,919479.969,0.12922838520161917
10706,915480.2765,0.1294849980716189
17544,913914.5015,0.12974117204847493
2950,913253.075,0.1299971606247748
18689,911997.5385,0.13025279726905278
19848,911359.8319999999,0.13050825516158773
4273,910951.9785,0.13076359873111662
5448,907990.221,0.13101811210789113
15880,907875.1795,0.13127259323806217
10955,907784.879,0.13152704905663332
10187,907442.604,0.13178140893412046
6988,906550.599,0.13203551877895375
2907,903499.5885,0.1322887734130513
1831,902973.6355,0.13254188062036945
1051,902681.677,0.13279490599052457
11800,902662.4574999999,0.13304792597337514
7890,902221.4890000001,0.13330082235094962
19865,902052.679,0.13355367141038987
15735,901128.259,0.133806261351119
8411,900242.6359999999,0.134058603048095
16594,898771.547,0.13431053239280083
11131,896767.9874999999,0.1345619001315751
1340,896183.216,0.13481310395650353
4240,895365.1359999999,0.13506407847025828
4449,894059.3200000001,0.13531468695844148
16800,893844.211,0.1355652351506912
17518,892230.082,0.13581533089597306
15524,891912.0364999999,0.136065337491799
7828,891332.5029999999,0.13631518164201195
19286,891076.808,0.13656495411986946
6052,890772.839,0.13681464139397162
7136,889482.354,0.1370639669398443
8575,889424.0430000001,0.13731327614090494
1439,889140.382,0.13756250583062582
19490,889083.5185,0.13781171958127478
15154,888763.908,0.13806084374379193
9695,887967.3345,0.13830974462349543
4892,887081.4205,0.1385583971778773
13299,886740.267,0.13880695410553623
19106,885178.644,0.13905507330387407
15901,884595.4425,0.13930302902844352
5578,884550.1285,0.13955097205131323
17468,884512.618,0.13979890455983618
1186,884462.177,0.14004682292954032
12127,884235.513,0.14029467776439716
5273,883891.5315,0.1405424361798311
8812,882524.3195,0.1407898113601433
9955,881781.5725,0.14103697834543016
4720,881492.379,0.14128406426859486
9367,880923.561,0.14153099074974507
2819,880775.832,0.14177787582185172
19123,879460.024,0.1420243920675883
2731,878296.4180000001,0.1422705821497986
19851,878272.5995,0.14251676555558582
10518,876817.3815,0.14276254105780917
17326,875282.1414999999,0.14300788622597438
14514,875277.545,0.1432532301057218
1081,874309.602,0.14349830266708302
10461,873589.3475,0.14374317333815878
2696,873296.2475,0.14398796185210438
2586,872961.755,0.14423265660643264
6323,872187.63,0.1444771343703537
18033,871999.2575000001,0.1447215593326917
9942,869371.31,0.14496524767058516
12039,868475.922,0.14520868502755596
9428,867718.064,0.14545190995382629
16027,866815.1375,0.14569488178610154
10115,865987.0695,0.14593762150752584
19798,865892.449,0.14618033470643657
1743,865639.199,0.1464229769183353
4072,865060.262,0.1466654568518225
9497,864687.5275,0.1469078323063031
9187,861858.7335,0.14714941483824284
7228,860194.2385000001,0.1473905308054187
981,857986.2445,0.14763102786283555
13701,857838.0549999999,0.14787148338212877
5163,856694.987,0.14811161849478124
16112,856323.0410000001,0.14835164934944697
18120,855848.0885,0.1485915470729822
6155,853654.569,0.14883082994402008
3217,853636.7575,0.14907010782242155
3445,852346.9774999999,0.14930902417020797
5137,851851.2470000001,0.14954780156270542
9117,851668.993,0.1497865278686604
810,851530.572,0.1500252153746423
671,851412.3955,0.1502638697552674
14982,849907.044,0.15050210217970328
6303,849582.549,0.150740243646862
14641,848909.4354999999,0.15097819643755056
13233,848125.91,0.15121592960283323
6254,845562.9400000001,0.1514529443571307
14930,844653.9569999999,0.15168970431977133
4402,844649.2075,0.15192646295110768
3581,842525.787,0.15216262637898337
3270,842342.0730000001,0.15239873831107265
11887,840927.2345,0.15263445365813724
14551,840831.155,0.15287014207372454
13759,839211.48,0.1531053764877775
372,839077.1725,0.15334057325488828
318,838618.298,0.1535756413975978
15171,838304.3724999999,0.15381062154570427
2650,838181.388,0.15404556722075186
15931,837552.8960000001,0.1542803367269184
8353,837473.0085,0.1545150838402916
6793,835266.567,0.15474921247907797
528,834887.5895,0.1549832348889193
285,834877.0885,0.15521725435528733
8320,833333.467,0.15545084113822846
13254,833150.414,0.15568437661066417
4004,831499.152,0.15591744922760006
539,831458.377,0.15615051041513647
11170,831182.0419999999,0.15638349414484096
3207,831090.6645,0.15661645226105803
18069,831073.2725,0.15684940550222629
11996,830475.412,0.1570821911606484
19609,829164.51,0.15731460936787234
14995,827875.9205,0.15754666637818324
12974,826669.0245,0.1577783850906036
17714,826032.5125,0.15800992538610412
11000,825760.9135,0.15824138955129283
1586,824401.3745,0.15847247263213315
19093,824400.38,0.15870355543421105
19645,823331.5800000001,0.15893433864727266
1061,823128.545,0.15916506494879243
12187,821617.9675,0.1593953678292538
9323,821610.845,0.15962566871324924
4607,821002.494,0.15985579907396844
3441,819959.7715,0.16008563715530139
5224,819569.0874999999,0.16031536572630944
15872,819448.1395,0.16054506039509792
8643,819012.141,0.16077463285172158
1732,818555.705,0.16100407736746558
1188,817052.8585,0.16123310062918209
2445,817030.5025000001,0.16146211762442025
11273,816680.0145,0.16169103637643695
5461,816281.026,0.16191984329034337
13617,815151.5375,0.1621483336039985
11917,814737.7315,0.16237670792613748
12433,814277.9659999999,0.16260495337412423
2752,813499.245,0.16283298054342618
13890,813256.8855,0.16306093977836789
4563,812917.1085,0.1632888037724253
3221,812308.3905,0.16351649714033484
10485,812295.208,0.16374418681313566
15002,811603.8355,0.16397168269139387
10700,811396.6915,0.16419912050634067
19427,811118.7925,0.16442648042505995
10578,809829.5264999999,0.16465347895724042
16040,809772.162,0.16488046140991666
4583,809615.941,0.16510740007320693
1238,809583.9775,0.1653343297769973
19815,809006.0485,0.16556109748492256
129,808382.7495,0.16578769047958603
252,808180.556,0.16601422679858352
16643,807909.2864999999,0.16624068707962944
14544,807637.7964999999,0.16646707126091673
13546,807356.7715,0.16669337666974585
10060,807337.115,0.16691967656877751
4380,807249.801,0.16714595199333748
16123,806188.5955,0.16737192995765063
11484,805530.1849999999,0.16759772336680467
11290,805497.942,0.16782350773811386
14163,805177.2345,0.1680492022137976
20,802440.191,0.1682741294849813
13729,801763.1375,0.1684988669752967
8710,800787.8529999999,0.1687233310893734
5131,800339.517,0.1689476695330335
5240,799544.807,0.16917178521622667
4356,798998.6375,0.16939574780587263
15654,798014.094,0.16961943442394425
16270,797709.3075,0.16984303560911196
16828,797586.7309999999,0.17006660243558483
18815,796811.8485000001,0.17028995205932013
12514,796745.413,0.17051328306091276
6853,796170.6969999999,0.17073645296725737
8001,796160.9545,0.17095962014273933
10645,796126.1685,0.17118277756756306
403,795458.642,0.1714057478819756
3365,794882.2775000001,0.17162855663905885
16990,794828.221,0.1718513502438838
9861,793181.4105,0.17207368224098263
2640,793166.7374999999,0.17229601012517948
12100,793097.9585000001,0.172518318730341
8584,792963.1395,0.17274058954518481
5565,792216.01,0.17296265093657057
1374,790245.4185,0.17318415996309017
3856,790208.87,0.17340565874491556
12535,790183.511,0.17362715041850946
12273,790020.889,0.17384859650849088
14542,789243.524,0.17406982469987983
11173,788983.025,0.1742909798723324
6496,788747.622,0.17451206906036024
14383,788747.5065,0.17473315821601293
14829,788285.9774999999,0.17495411800319716
7114,787735.8815,0.1751749235962202
11169,787682.9255,0.1753957143454596
875,787484.3975000001,0.17561644944648774
7879,787285.183,0.1758371287068758
18919,787012.1685,0.1760577314401816
6465,786676.4845,0.1762782400798878
13012,786665.4225,0.17649874561887005
18895,785546.368,0.17671893748229395
15634,785424.6675,0.17693909523256934
15501,785249.069,0.17715920376186622
3001,784778.0025000001,0.17737918024929433
3261,784413.5545,0.17759905458045577
10899,783962.1765,0.17781880238851558
16776,783501.3555000001,0.17803842102656225
11802,783439.752,0.17825802239689564
675,782936.5939999999,0.1784774827299814
1418,782711.6969999999,0.17869688002351722
3411,782121.5974999999,0.178916111909747
13212,781136.227,0.17913506759259093
2850,780648.6309999999,0.1793538866002796
6322,780423.955,0.17957264263036551
11965,779925.9275,0.17979125906130394
19987,779787.9395,0.18000983681364097
9883,778727.1825,0.18022811723144758
6574,778561.594,0.18044635123411962
14001,777209.1915,0.18066420615283338
2536,777158.6039999999,0.18088204689166376
3704,777034.914,0.1810998529596807
11986,777026.898,0.18131765678078002
3213,776394.8895,0.181535283447309
7097,775361.3929999999,0.1817526204205373
18264,775318.3879999999,0.181969945339288
14491,775108.7594999999,0.18218721149831182
14144,775105.915,0.18240447686001063
11494,774562.7660000001,0.1826215899748208
85,774305.2075,0.1828386308949288
19768,772812.3404999999,0.18305525335830408
17459,771844.658,0.18327160457631236
1239,770476.8570000001,0.18348757239409977
1409,770026.8049999999,0.18370341406046883
14989,768663.7435,0.18391887365511828
17378,767813.0700000001,0.18413409480250256
3991,765582.215,0.18434869063209594
9816,765508.9400000001,0.18456326592240682
729,765428.009,0.18477781852742697
9143,765007.792,0.18499225334390143
16922,764064.4500000001,0.18520642373775073
10218,763974.783,0.18542056899757278
5544,763851.404,0.18563467967375594
2582,763590.4175,0.18584871719435453
1318,763148.5630000001,0.18606263086132752
18568,762299.885,0.18627630664038217
6698,762208.5325,0.18648995681295705
6324,762140.6545,0.18670358795905057
12665,760882.0375,0.1869168663096455
7185,759746.5775,0.1871298263861532
10550,759629.5865,0.1873427536696046
10345,759589.8184999999,0.18755566980592275
4746,757938.139,0.18776812296971415
8574,757815.4405,0.1879805417406136
13294,756534.0464999999,0.18819260133152807
6456,755005.4605,0.18840423245352786
17416,754512.619,0.18861572543003718
16972,752761.951,0.18882672768713793
13014,752185.2455000001,0.18903756829132562
17881,752003.946,0.18924835807652116
6759,751761.019,0.1894590797682839
1705,751574.9205,0.1896697492958751
8433,750744.226,0.1898801859763966
16650,750632.2515,0.1900905912700073
17644,750371.0194999999,0.19030092333921875
11055,750325.155,0.19051124255242302
17372,749938.388,0.19072145335325358
13712,749889.3910000001,0.19093165042002444
9474,749209.5530000001,0.1911416569254202
10502,748874.6789999999,0.19135156956426264
8020,748849.4945,0.1915614751437866
18336,748462.6675,0.19177127229411858
1413,748343.6035,0.19198103607032382
18903,748146.383,0.1921907445648154
12458,748046.835,0.19240042515559497
17720,747836.4065,0.19261004676240437
11438,747829.493,0.19281966643133142
16368,747824.3595,0.1930292846613174
14520,747424.6055,0.19323879083862033
8644,747418.588,0.19344829532919341
15863,746442.508,0.19365752622054586
15936,746101.4165,0.19386666150255422
19627,745761.7515,0.19407570157507228
6333,745287.479,0.19428460870706668
9094,744780.1745,0.1944933736395325
14429,744555.4075,0.19470207556888794
17917,744552.002,0.19491077654366776
1975,744101.751,0.19511935131124872
9818,743793.6585,0.1953278397192404
12895,743679.2105,0.19553629604698908
19442,743381.3435,0.19574466888139802
2322,742836.5825,0.1959528890170681
17013,742831.3894999999,0.196161107697119
19989,742765.879,0.19636930801430852
11586,742682.7565,0.19657748503192093
14572,742590.44,0.19678563617284042
9990,742489.2710000001,0.19699375895567497
3427,741784.1604999999,0.19720168409314925
5900,741525.1555,0.1974095366304615
7259,739805.546,0.19761690715418986
6415,739298.3555000001,0.1978241355103443
1480,738393.8535,0.19803111033088464
5646,738353.517,0.19823807384493883
1383,737950.7075,0.19844492444984085
6978,736683.679,0.1986514199014664
6996,736376.2990000001,0.19885782919321934
6120,735513.824,0.19906399672969832
19464,735275.1294999999,0.19927009735913162
14092,735055.5535,0.19947613644051307
6373,734470.926,0.19968201164841243
9671,734135.348,0.19988779279242438
13142,733261.8245,0.20009332908422253
14344,733117.5430000001,0.2002988249333255
13247,730896.2715,0.20050369815093183
14444,730806.921,0.20070854632322718
17212,730487.6275000001,0.20091330499624713
19463,729587.0249999999,0.20111781122669872
6232,729053.2165,0.2013221678284421
10133,728697.28,0.20152642465972706
6960,728667.7285,0.2017306732076056
1019,727999.422,0.20193473442643575
1067,727916.921,0.2021387725198978
8240,726730.8445,0.2023424781512604
5109,726546.5575,0.20254613212622236
8121,725998.951,0.20274963260484014
2900,725649.4909999999,0.20295303512838905
4800,725311.391,0.2031563428811236
7716,725216.0719999999,0.20335962391555215
11149,725125.223,0.203562879484634
4882,725094.9875,0.2037661265785814
11779,725058.6845,0.20396936349664924
9768,725031.6639999999,0.2041725928407603
7446,724929.521,0.20437579355377025
19959,724486.0355,0.20457886995597868
14430,724415.671,0.2047819266347296
18982,724076.4745,0.20498488823531272
16413,724044.6505,0.20518784091549835
1010,722255.7235,0.20539029215212098
12473,722187.432,0.20559272424635658
10401,721395.3994999999,0.20579493433063936
1622,721279.5,0.20599711192781772
13182,720930.995,0.20619919183761762
9265,720886.5475,0.20640125928860129
11354,720801.4955,0.20660330289916107
4551,720484.953,0.206805257781562
12493,720182.4505,0.2070071278712736
3508,719644.192,0.20720884708492368
16209,718343.2679999999,0.20741020164424986
13589,718313.4865,0.20761154785569963
11086,717557.871,0.20781268226503086
16275,717411.1215,0.20801377553987635
2529,717360.324,0.20821485457597458
11857,717345.9739999999,0.20841592958970906
15584,717079.1395,0.20861692980864063
780,717051.604,0.20881792230925877
14691,716948.6769999999,0.2090188859590174
11056,716568.0225,0.2092197429097611
883,716057.3615000001,0.2094204567201355
6239,715810.29,0.2096211012753568
18643,714772.9395,0.20982145505698546
7580,714749.5885000001,0.21002180229323322
14530,714657.8125,0.2102221238042924
172,713986.9745,0.21042225727671335
6630,713905.196,0.21062236782628593
19579,713659.8375,0.21082240960086632
9992,713262.84,0.21102234009542192
13615,713251.522,0.21122226741749578
6055,713072.422,0.21142214453710634
3182,712473.9180000001,0.21162185389359503
12762,712454.872,0.21182155791141197
5771,712001.922,0.21202113496548927
15475,711961.681,0.21222070073984947
18681,711554.8724999999,0.21242015248412144
9878,710883.0275,0.212619415907489
18738,710737.108,0.21281863842902324
9305,709794.559,0.21301759675021342
10150,709136.328,0.21321637056655915
2005,708529.125,0.21341497418141772
16850,707849.2295,0.2136133872187838
4192,707631.1355,0.21381173912350865
14571,707531.452,0.2140100630865403
9239,707091.31,0.21420826367596715
15396,707053.624,0.21440645370185388
19222,706703.0655,0.21460454546475768
8655,706060.857,0.21480245721398938
16029,705727.475,0.21500027551488143
3391,704051.8705,0.21519762413697124
8855,703710.71,0.215394877130376
2096,703391.4355,0.21559204062983112
6475,703183.512,0.21578914584747783
8010,702118.181,0.21598595244848315
3642,702009.9130000001,0.21618272870152477
18987,701555.5835,0.2163793776041473
2290,701492.1545000001,0.21657600872736138
4973,701472.2435,0.21677263426944063
8479,701153.385,0.21696917043417674
1423,700928.0325,0.21716564343168437
6229,700909.8195,0.21736211132401353
11129,700334.3235,0.2175584179024575
16371,699521.824,0.2177544967339648
17237,699446.7285,0.21795055451589593
3308,698475.055,0.21814633993376642
10609,698230.3489999999,0.21834205675954316
6124,698093.9249999999,0.2185377353451141
14392,698059.645,0.21873340432186067
3605,697422.336,0.21892889465828505
7394,696903.7815,0.2191242396417598
12150,696692.1915,0.2193195253156912
19683,696140.0015,0.21951465620850463
19216,695817.258,0.2197096966349935
12019,695535.1529999999,0.21990465798629577
5527,694603.427,0.22009935817098525
