product_id,product_name,category,subcategory,brand,unit_cost,list_price
274,Zenith Makeup Product 0274,Beauty,Makeup,Zenith,1425.88,2516.67
275,Mira Laptops Product 0275,Electronics,Laptops,Mira,1166.09,1938.13
276,Prime Bags Product 0276,Fashion,Bags,Prime,3356.2,6236.91
277,Mira Makeup Product 0277,Beauty,Makeup,Mira,3645.38,7547.37
278,Nova Makeup Product 0278,Beauty,Makeup,Nova,3088.65,5733.73
279,Zenith Haircare Product 0279,Beauty,Haircare,Zenith,531.94,890.87
280,Mira Women Product 0280,Fashion,Women,Mira,3462.09,9877.75
281,Nexa Personal Care Product 0281,Beauty,Personal Care,Nexa,2526.21,4256.29
282,Nova Fitness Product 0282,Sports,Fitness,Nova,3832.39,6326.57
283,UrbanX Makeup Product 0283,Beauty,Makeup,UrbanX,1428.99,2856.16
284,Zenith Running Product 0284,Sports,Running,Zenith,8368.78,22802.0
285,Mira Skincare Product 0285,Beauty,Skincare,Mira,3455.08,7183.84
286,Pulse Decor Product 0286,Home,Decor,Pulse,2017.9,4216.01
287,Pulse Phones Product 0287,Electronics,Phones,Pulse,9153.02,18396.48
288,Zenith Bags Product 0288,Fashion,Bags,Zenith,3559.63,8775.25
289,Prime Skincare Product 0289,Beauty,Skincare,Prime,1700.63,4199.21
290,Prime Men Product 0290,Fashion,Men,Prime,5037.53,10918.09
291,Nexa Bags Product 0291,Fashion,Bags,Nexa,6373.71,11751.56
292,Mira Haircare Product 0292,Beauty,Haircare,Mira,3130.47,6454.65
293,Pulse Laptops Product 0293,Electronics,Laptops,Pulse,12030.56,22747.35
294,Nexa Haircare Product 0294,Beauty,Haircare,Nexa,761.58,1658.24
295,Aster Audio Product 0295,Electronics,Audio,Aster,47540.57,77286.53
296,Zenith Personal Care Product 0296,Beauty,Personal Care,Zenith,2019.33,4505.03
297,Aster Storage Product 0297,Home,Storage,Aster,5382.77,9595.34
298,Prime Skincare Product 0298,Beauty,Skincare,Prime,4284.62,8931.59
299,UrbanX Haircare Product 0299,Beauty,Haircare,UrbanX,3454.3,8645.43
300,Pulse Makeup Product 0300,Beauty,Makeup,Pulse,3387.1,8394.29
301,Orion Bags Product 0301,Fashion,Bags,Orion,2617.83,4621.57
302,Prime Outdoor Product 0302,Sports,Outdoor,Prime,5415.77,11402.62
303,Orion Fitness Product 0303,Sports,Fitness,Orion,3075.61,5075.23
304,Vertex Storage Product 0304,Home,Storage,Vertex,10556.93,19226.28
305,UrbanX Phones Product 0305,Electronics,Phones,UrbanX,40099.8,81813.14
306,Nova Fitness Product 0306,Sports,Fitness,Nova,8628.18,15771.15
307,UrbanX Haircare Product 0307,Beauty,Haircare,UrbanX,1595.54,3540.46
308,Pulse Sportswear Product 0308,Sports,Sportswear,Pulse,7077.55,20675.26
309,Zenith Decor Product 0309,Home,Decor,Zenith,10375.21,16558.65
310,Pulse Men Product 0310,Fashion,Men,Pulse,3022.26,8035.03
311,Nova Decor Product 0311,Home,Decor,Nova,262.05,598.05
312,Aster Skincare Product 0312,Beauty,Skincare,Aster,2200.59,4149.2
313,Nova Phones Product 0313,Electronics,Phones,Nova,28557.62,53425.19
314,Nova Furniture Product 0314,Home,Furniture,Nova,11033.54,24013.39
315,Prime Decor Product 0315,Home,Decor,Prime,14110.18,31172.56
316,UrbanX Makeup Product 0316,Beauty,Makeup,UrbanX,1466.28,2562.62
317,Aster Outdoor Product 0317,Sports,Outdoor,Aster,8711.39,20076.77
318,Zenith Laptops Product 0318,Electronics,Laptops,Zenith,31262.79,69016.53
319,Orion Footwear Product 0319,Fashion,Footwear,Orion,5962.26,10700.98
320,Aster Skincare Product 0320,Beauty,Skincare,Aster,1107.29,2560.33
321,Nexa Makeup Product 0321,Beauty,Makeup,Nexa,2276.46,4294.05
322,Nova Storage Product 0322,Home,Storage,Nova,1887.12,3605.54
323,UrbanX Audio Product 0323,Electronics,Audio,UrbanX,15551.29,39574.28
324,Orion Audio Product 0324,Electronics,Audio,Orion,8213.51,21982.31
325,Orion Outdoor Product 0325,Sports,Outdoor,Orion,2976.48,4624.87
326,Nexa Makeup Product 0326,Beauty,Makeup,Nexa,3227.77,6485.43
327,Prime Accessories Product 0327,Electronics,Accessories,Prime,16285.57,28391.95
328,Nexa Laptops Product 0328,Electronics,Laptops,Nexa,671.98,1323.32
329,Aster Furniture Product 0329,Home,Furniture,Aster,14656.03,31505.5
330,Nova Footwear Product 0330,Fashion,Footwear,Nova,1186.96,3042.31
331,Nova Accessories Product 0331,Electronics,Accessories,Nova,33856.23,75095.68
332,Vertex Audio Product 0332,Electronics,Audio,Vertex,22989.14,47896.11
333,Nexa Haircare Product 0333,Beauty,Haircare,Nexa,1876.32,4164.52
334,Aster Audio Product 0334,Electronics,Audio,Aster,30519.68,56205.97
335,Orion Skincare Product 0335,Beauty,Skincare,Orion,1231.63,2829.87
336,Prime Skincare Product 0336,Beauty,Skincare,Prime,2584.3,6675.29
337,Vertex Haircare Product 0337,Beauty,Haircare,Vertex,4496.08,8652.83
338,Mira Bags Product 0338,Fashion,Bags,Mira,1847.93,4090.54
339,UrbanX Makeup Product 0339,Beauty,Makeup,UrbanX,3841.37,7799.87
340,Orion Phones Product 0340,Electronics,Phones,Orion,20927.03,53159.78
341,Vertex Kitchen Product 0341,Home,Kitchen,Vertex,7120.23,18165.69
342,Zenith Accessories Product 0342,Electronics,Accessories,Zenith,43362.53,95119.13
343,Aster Kitchen Product 0343,Home,Kitchen,Aster,19316.0,32188.77
344,Nova Audio Product 0344,Electronics,Audio,Nova,2533.53,3940.76
345,Aster Men Product 0345,Fashion,Men,Aster,2195.39,3683.11
346,UrbanX Accessories Product 0346,Electronics,Accessories,UrbanX,12521.28,30837.39
347,Mira Laptops Product 0347,Electronics,Laptops,Mira,31527.39,77105.03
348,Nexa Haircare Product 0348,Beauty,Haircare,Nexa,5049.26,8685.01
349,Nexa Bags Product 0349,Fashion,Bags,Nexa,5476.49,10671.83
350,Aster Women Product 0350,Fashion,Women,Aster,5527.47,10971.84
351,Vertex Kitchen Product 0351,Home,Kitchen,Vertex,6271.19,12319.97
352,Pulse Sportswear Product 0352,Sports,Sportswear,Pulse,7555.14,13751.42
353,Pulse Fitness Product 0353,Sports,Fitness,Pulse,4674.33,8622.53
354,Orion Makeup Product 0354,Beauty,Makeup,Orion,447.65,749.74
355,Pulse Skincare Product 0355,Beauty,Skincare,Pulse,2206.65,3963.29
356,Aster Men Product 0356,Fashion,Men,Aster,8408.61,15626.46
357,UrbanX Audio Product 0357,Electronics,Audio,UrbanX,38101.5,85157.66
