order_item_id,order_id,product_id,quantity,unit_price,discount_pct
117,58,350,1,10971.84,0.2
118,58,412,1,8995.26,0.05
119,59,389,2,11963.88,0.2
120,59,299,2,8645.43,0.0
121,60,405,1,36578.89,0.1
122,61,151,1,17766.79,0.05
123,62,313,1,53425.19,0.0
124,62,187,1,19354.54,0.0
125,63,386,1,8702.73,0.2
126,64,465,1,12336.69,0.05
127,64,360,1,2248.83,0.2
128,64,172,1,25817.09,0.0
129,65,147,1,9710.9,0.1
130,66,68,1,15729.97,0.15
131,66,348,1,8685.01,0.2
132,67,469,1,74933.91,0.2
133,67,151,1,17766.79,0.0
134,67,492,1,5007.22,0.2
135,68,285,1,7183.84,0.2
136,68,363,1,3733.16,0.1
137,69,130,2,70160.77,0.15
138,69,86,3,3183.51,0.05
139,70,495,1,6102.26,0.05
140,70,196,1,2548.52,0.15
141,71,119,1,4622.7,0.0
142,71,406,1,5945.57,0.15
143,71,47,2,14772.59,0.15
144,71,81,1,87611.08,0.05
145,72,397,1,10928.94,0.0
146,73,256,1,57746.08,0.0
147,73,163,1,2245.65,0.0
148,74,241,1,12129.42,0.0
149,75,484,1,85368.35,0.05
150,76,122,1,9243.45,0.15
151,77,59,1,2100.24,0.0
152,77,460,1,2825.94,0.15
153,78,133,1,18181.8,0.05
154,78,466,2,10824.51,0.15
155,78,197,1,13191.41,0.2
156,78,13,1,85560.78,0.15
157,79,257,1,17226.73,0.05
158,79,119,4,4622.7,0.05
159,79,251,1,3802.6,0.0
160,79,289,1,4199.21,0.0
161,79,313,2,53425.19,0.1
162,80,472,2,18070.37,0.2
163,81,404,1,441.4,0.0
164,82,8,2,10650.27,0.2
165,83,439,1,16238.97,0.05
166,84,121,1,17149.93,0.2
167,84,141,1,2617.28,0.0
168,85,398,1,15978.2,0.2
169,86,270,3,56576.62,0.1
170,86,227,1,6260.4,0.05
171,87,1,1,43348.18,0.2
172,88,178,1,2853.65,0.1
173,89,313,1,53425.19,0.15
174,89,53,1,33161.28,0.05
175,89,289,2,4199.21,0.05
176,90,10,1,5823.38,0.0
177,90,333,1,4164.52,0.1
178,90,37,1,24772.71,0.15
179,91,41,1,17278.36,0.0
180,92,362,1,31059.56,0.15
181,92,364,2,1545.17,0.0
182,92,119,1,4622.7,0.15
183,93,55,1,20477.41,0.1
184,94,387,2,74915.56,0.05
185,95,386,1,8702.73,0.0
186,96,119,1,4622.7,0.15
187,96,172,2,25817.09,0.0
188,96,127,1,17319.36,0.2
189,97,286,1,4216.01,0.2
190,98,324,1,21982.31,0.15
191,98,473,2,1787.07,0.0
192,98,119,1,4622.7,0.0
193,98,276,1,6236.91,0.0
194,98,69,2,17276.4,0.1
195,99,256,2,57746.08,0.2
196,100,387,1,74915.56,0.15
197,100,178,1,2853.65,0.15
198,101,304,4,19226.28,0.1
199,101,340,1,53159.78,0.05
200,102,102,1,1963.67,0.0
201,102,22,2,17700.68,0.2
202,103,104,1,3483.74,0.0
203,103,290,1,10918.09,0.0
204,104,303,1,5075.23,0.2
205,105,333,1,4164.52,0.15
206,106,281,1,4256.29,0.2
207,107,251,4,3802.6,0.1
208,107,429,2,51357.09,0.05
209,107,133,1,18181.8,0.1
210,108,263,4,11438.37,0.1
211,108,295,2,77286.53,0.05
212,108,74,2,33302.07,0.0
213,109,442,1,14071.99,0.1
214,109,329,2,31505.5,0.2
215,109,26,2,29845.92,0.0
216,110,41,1,17278.36,0.05
217,111,404,1,441.4,0.05
218,112,129,1,18425.99,0.0
219,112,387,2,74915.56,0.1
220,113,300,4,8394.29,0.0
221,114,423,2,17017.18,0.05
222,115,310,3,8035.03,0.15
223,116,321,1,4294.05,0.0
224,116,407,1,28020.68,0.0
225,116,286,1,4216.01,0.2
226,116,201,3,13107.71,0.05
227,116,397,1,10928.94,0.05
228,117,205,2,1407.09,0.15
229,117,383,1,37348.64,0.0
230,117,297,1,9595.34,0.2
231,117,312,1,4149.2,0.05
232,117,213,1,8384.42,0.2
233,118,321,1,4294.05,0.2
234,118,193,1,23309.52,0.2
235,118,302,1,11402.62,0.2
236,119,70,1,18136.21,0.2
237,119,474,1,14905.38,0.05
238,119,37,1,24772.71,0.15
239,120,10,1,5823.38,0.15
240,120,309,1,16558.65,0.0
241,120,311,2,598.05,0.1
242,121,459,3,35018.61,0.05
243,121,18,1,20937.79,0.0
244,121,228,1,4856.61,0.1
245,122,227,1,6260.4,0.0
246,122,165,2,19573.94,0.0
247,122,406,1,5945.57,0.05
248,122,383,1,37348.64,0.15
249,123,411,1,18520.4,0.0
250,124,286,1,4216.01,0.05
251,124,300,1,8394.29,0.2
252,125,337,3,8652.83,0.05
253,126,384,2,50197.74,0.0
254,126,200,1,3237.01,0.1
255,127,389,1,11963.88,0.0
256,128,28,2,2664.67,0.1
257,129,248,1,39817.78,0.0
258,129,40,1,1539.65,0.05
259,129,1,4,43348.18,0.05
260,130,274,2,2516.67,0.1
261,131,9,3,11592.97,0.0
262,132,427,1,70616.14,0.1
263,133,4,1,1258.41,0.1
264,133,298,1,8931.59,0.15
265,134,248,3,39817.78,0.15
266,135,181,1,7843.84,0.05
267,135,307,1,3540.46,0.0
268,136,83,1,3482.78,0.15
269,136,133,2,18181.8,0.05
270,136,398,1,15978.2,0.2
271,137,358,1,7275.47,0.0
272,138,86,2,3183.51,0.0
273,138,297,2,9595.34,0.15
274,139,340,2,53159.78,0.05
275,139,456,1,8796.48,0.15
276,140,257,1,17226.73,0.0
277,141,340,1,53159.78,0.0
278,142,197,1,13191.41,0.0
279,143,313,3,53425.19,0.1
280,143,173,1,19996.54,0.1
281,144,256,1,57746.08,0.15
282,145,313,1,53425.19,0.15
283,145,438,1,24944.86,0.0
284,145,387,1,74915.56,0.15
285,146,424,2,7087.97,0.0
286,146,264,1,3250.66,0.1
287,146,285,2,7183.84,0.0
288,147,183,1,29161.08,0.0
289,147,256,4,57746.08,0.15
290,148,327,1,28391.95,0.2
291,148,244,1,7349.36,0.05
292,149,281,1,4256.29,0.05
293,150,367,1,9788.47,0.0
294,151,272,1,6811.11,0.1
295,152,250,1,102637.99,0.1
296,152,489,1,1884.8,0.2
297,152,46,1,11728.56,0.0
298,153,428,2,17905.43,0.1
299,154,119,1,4622.7,0.15
300,154,291,3,11751.56,0.2
301,155,300,2,8394.29,0.0
302,156,259,1,2503.61,0.0
303,156,139,1,26759.6,0.0
304,156,456,1,8796.48,0.05
305,157,5,1,3175.62,0.1
306,158,484,3,85368.35,0.0
307,158,117,1,8686.53,0.05
308,158,358,1,7275.47,0.1
309,158,187,1,19354.54,0.05
310,158,206,1,6283.04,0.15
311,159,189,2,5363.17,0.15
312,159,204,2,12086.37,0.0
313,159,318,1,69016.53,0.1
314,160,387,1,74915.56,0.05
315,160,84,4,60836.12,0.1
316,160,406,1,5945.57,0.15
317,161,489,1,1884.8,0.0
318,161,353,1,8622.53,0.2
319,162,226,1,6838.71,0.2
320,162,214,2,32008.06,0.15
321,163,452,2,14777.85,0.0
322,163,407,1,28020.68,0.0
323,164,495,1,6102.26,0.1
324,165,370,2,72922.62,0.1
325,165,186,1,21066.07,0.05
326,165,417,3,7493.55,0.1
327,165,190,1,14073.83,0.1
328,166,61,1,586.98,0.1
329,166,398,3,15978.2,0.0
330,167,313,1,53425.19,0.0
331,167,325,1,4624.87,0.1
332,168,180,2,61476.94,0.05
333,168,10,1,5823.38,0.0
334,169,295,2,77286.53,0.0
335,170,381,1,7014.58,0.1
336,170,439,1,16238.97,0.1
337,171,467,1,5361.84,0.0
338,172,393,1,6667.39,0.0
339,173,242,1,68662.89,0.0
340,173,180,2,61476.94,0.2
341,173,281,1,4256.29,0.0
342,174,177,2,85034.68,0.0
343,174,284,1,22802.0,0.1
344,174,370,1,72922.62,0.2
345,175,41,1,17278.36,0.0
346,175,259,1,2503.61,0.0
347,176,330,1,3042.31,0.2
348,177,448,2,15315.33,0.1
349,178,387,2,74915.56,0.15
350,178,316,1,2562.62,0.0
351,179,371,1,1264.31,0.15
352,179,209,1,6377.85,0.0
353,180,52,4,93611.59,0.1
354,180,329,1,31505.5,0.15
355,180,296,1,4505.03,0.2
356,181,406,1,5945.57,0.1
357,181,106,1,35566.34,0.0
358,182,482,1,6708.8,0.0
359,183,426,1,4691.32,0.1
360,183,398,1,15978.2,0.0
361,183,249,1,1109.22,0.1
362,184,185,1,53004.96,0.1
363,184,413,1,21063.32,0.0
364,185,216,1,9890.64,0.1
365,186,277,1,7547.37,0.2
366,187,180,1,61476.94,0.0
367,187,313,1,53425.19,0.0
368,188,323,3,39574.28,0.0
369,188,13,1,85560.78,0.05
370,189,88,3,6628.98,0.15
371,189,327,3,28391.95,0.0
372,189,408,1,21934.92,0.2
373,190,418,1,5662.67,0.05
374,191,165,1,19573.94,0.1
375,192,397,1,10928.94,0.15
376,192,170,1,10288.61,0.1
377,192,307,1,3540.46,0.0
378,193,164,3,4747.3,0.15
379,193,379,1,4829.93,0.0
380,194,474,1,14905.38,0.0
381,194,480,1,5989.16,0.1
382,195,63,1,1855.25,0.05
383,196,458,1,8018.49,0.05
384,196,340,1,53159.78,0.1
385,197,169,1,11683.13,0.15
386,197,297,1,9595.34,0.0
387,197,116,1,5638.38,0.0
388,197,476,1,35856.91,0.0
389,198,360,2,2248.83,0.0
390,199,457,3,3456.05,0.1
391,199,40,2,1539.65,0.15
392,199,413,1,21063.32,0.15
393,200,263,1,11438.37,0.2
394,201,94,2,6392.08,0.05
395,201,28,3,2664.67,0.1
396,202,261,1,56768.87,0.0
397,203,499,3,18827.29,0.05
398,203,329,1,31505.5,0.15
399,203,94,1,6392.08,0.0
400,204,14,1,19464.27,0.2
401,204,251,1,3802.6,0.0
402,204,365,1,67295.29,0.05
403,205,186,3,21066.07,0.1
404,205,43,2,12318.19,0.15
405,206,207,1,2934.52,0.2
406,206,253,1,14547.67,0.15
407,206,291,1,11751.56,0.0
408,206,240,1,682.74,0.05
409,207,65,1,20884.39,0.0
410,207,244,1,7349.36,0.2
411,207,41,2,17278.36,0.15
412,207,194,1,10830.06,0.15
413,208,128,2,977.06,0.1
414,209,61,1,586.98,0.05
415,209,178,3,2853.65,0.1
416,210,406,2,5945.57,0.0
417,210,375,1,5470.98,0.05
418,210,183,1,29161.08,0.15
419,210,92,1,462.42,0.1
420,211,172,1,25817.09,0.05
421,212,360,1,2248.83,0.2
422,213,195,1,6869.73,0.15
423,213,272,2,6811.11,0.05
424,214,481,1,23852.72,0.1
425,214,281,1,4256.29,0.0
426,215,186,1,21066.07,0.0
427,216,1,1,43348.18,0.1
428,216,250,3,102637.99,0.0
429,216,358,1,7275.47,0.15
430,216,195,1,6869.73,0.1
431,217,248,2,39817.78,0.0
432,217,387,1,74915.56,0.0
433,217,432,1,1403.65,0.1
434,218,406,2,5945.57,0.0
435,219,239,2,68796.64,0.0
436,220,174,1,4031.88,0.0
437,220,292,1,6454.65,0.1
438,221,224,1,13837.65,0.05
439,221,80,1,1269.51,0.0
440,222,264,1,3250.66,0.0
441,223,197,1,13191.41,0.2
442,224,133,1,18181.8,0.0
443,225,119,2,4622.7,0.0
444,225,373,2,17997.2,0.05
445,225,285,2,7183.84,0.05
446,226,401,1,17589.46,0.05
447,227,497,1,978.07,0.2
448,227,469,1,74933.91,0.0
449,227,133,2,18181.8,0.15
450,228,406,1,5945.57,0.15
451,229,295,1,77286.53,0.0
452,229,336,1,6675.29,0.0
453,230,387,1,74915.56,0.0
454,230,73,1,10060.79,0.2
455,230,249,1,1109.22,0.05
456,231,177,1,85034.68,0.2
457,231,427,1,70616.14,0.1
458,232,197,1,13191.41,0.0
459,232,484,1,85368.35,0.1
460,233,119,2,4622.7,0.15
461,233,289,1,4199.21,0.15
462,233,324,2,21982.31,0.15
463,234,339,1,7799.87,0.1
464,235,156,2,15031.18,0.0
465,236,253,1,14547.67,0.0
466,237,6,1,10720.13,0.1
467,238,267,1,17655.37,0.2
468,239,139,1,26759.6,0.0
469,239,482,1,6708.8,0.0
470,239,37,1,24772.71,0.2
471,240,160,1,3239.49,0.15
472,241,474,1,14905.38,0.0
473,241,133,1,18181.8,0.1
474,241,137,1,3361.42,0.15
475,242,257,1,17226.73,0.0
476,242,279,1,890.87,0.15
477,243,260,1,7882.42,0.05
478,243,296,1,4505.03,0.0
479,243,432,1,1403.65,0.1
480,244,363,1,3733.16,0.0
481,245,197,1,13191.41,0.0
482,246,281,2,4256.29,0.2
483,246,272,1,6811.11,0.1
484,246,133,1,18181.8,0.05
485,246,41,2,17278.36,0.0
486,247,398,1,15978.2,0.05
487,247,465,1,12336.69,0.15
488,248,7,1,17090.07,0.0
489,249,40,1,1539.65,0.15
490,249,34,3,2269.19,0.2
491,249,427,1,70616.14,0.0
492,249,259,1,2503.61,0.0
493,250,261,1,56768.87,0.1
494,250,242,2,68662.89,0.1
495,250,267,2,17655.37,0.1
496,251,52,2,93611.59,0.05
497,251,452,2,14777.85,0.2
498,252,358,1,7275.47,0.05
499,252,466,3,10824.51,0.2
500,252,13,1,85560.78,0.1
501,252,340,1,53159.78,0.2
502,253,395,1,46929.27,0.1
503,254,411,1,18520.4,0.05
504,254,193,1,23309.52,0.2
505,254,180,1,61476.94,0.0
506,254,433,1,5162.94,0.2
507,255,291,1,11751.56,0.2
508,255,281,1,4256.29,0.2
509,255,118,1,75913.25,0.0
510,256,29,1,3345.49,0.2
511,256,352,1,13751.42,0.2
512,257,40,1,1539.65,0.2
513,258,197,1,13191.41,0.15
514,258,434,1,69771.6,0.15
515,259,449,4,12328.99,0.2
516,259,197,1,13191.41,0.2
517,260,223,1,30388.87,0.0
518,261,302,2,11402.62,0.0
519,262,487,1,5596.86,0.1
520,263,249,3,1109.22,0.15
521,264,387,1,74915.56,0.15
522,265,250,1,102637.99,0.1
523,266,61,1,586.98,0.0
524,266,316,1,2562.62,0.1
525,267,178,1,2853.65,0.0
526,268,304,1,19226.28,0.15
527,269,153,1,27218.41,0.1
528,269,211,1,84371.49,0.2
529,270,272,1,6811.11,0.0
530,271,193,2,23309.52,0.15
531,271,475,1,4047.01,0.15
532,271,295,1,77286.53,0.0
533,271,474,1,14905.38,0.0
534,272,81,1,87611.08,0.05
535,272,193,1,23309.52,0.0
536,273,272,1,6811.11,0.0
537,274,434,2,69771.6,0.2
538,274,244,1,7349.36,0.2
539,274,353,2,8622.53,0.15
540,274,313,1,53425.19,0.2
541,275,6,1,10720.13,0.15
542,275,325,1,4624.87,0.05
543,276,299,1,8645.43,0.15
544,276,180,1,61476.94,0.1
545,277,279,1,890.87,0.0
546,278,39,1,42714.9,0.05
547,278,46,1,11728.56,0.05
548,278,370,1,72922.62,0.0
549,279,413,1,21063.32,0.05
550,279,274,1,2516.67,0.0
551,280,297,1,9595.34,0.2
552,280,21,1,6149.66,0.0
553,280,186,2,21066.07,0.0
554,281,495,4,6102.26,0.1
555,281,360,1,2248.83,0.2
556,281,112,3,28370.31,0.0
557,281,465,1,12336.69,0.1
558,282,358,2,7275.47,0.1
559,282,364,1,1545.17,0.2
560,282,370,2,72922.62,0.1
561,283,51,2,6571.46,0.15
562,283,340,1,53159.78,0.1
563,284,165,1,19573.94,0.2
564,285,400,1,15268.16,0.15
565,285,274,2,2516.67,0.05
566,286,133,1,18181.8,0.1
567,287,370,1,72922.62,0.05
568,287,172,1,25817.09,0.0
569,287,332,1,47896.11,0.15
570,287,274,2,2516.67,0.2
571,288,261,3,56768.87,0.0
572,289,370,1,72922.62,0.0
573,289,297,1,9595.34,0.0
574,289,81,1,87611.08,0.2
575,290,227,1,6260.4,0.0
576,290,484,1,85368.35,0.0
577,291,129,1,18425.99,0.1
578,291,139,2,26759.6,0.1
579,292,139,1,26759.6,0.1
580,293,147,1,9710.9,0.2
581,293,220,2,9543.37,0.2
582,294,456,1,8796.48,0.0
583,294,65,1,20884.39,0.0
584,294,459,1,35018.61,0.0
585,294,129,1,18425.99,0.05
586,295,259,1,2503.61,0.2
587,295,406,1,5945.57,0.0
588,295,370,4,72922.62,0.0
589,296,489,1,1884.8,0.1
590,296,145,1,2197.07,0.05
591,296,147,1,9710.9,0.15
592,297,363,1,3733.16,0.05
593,297,485,1,2219.87,0.2
594,297,493,2,579.07,0.05
595,298,89,1,2408.53,0.2
596,298,484,2,85368.35,0.15
597,299,22,2,17700.68,0.0
598,300,106,1,35566.34,0.15
599,300,323,3,39574.28,0.0
600,301,253,1,14547.67,0.1
601,301,321,1,4294.05,0.1
602,302,139,1,26759.6,0.05
603,302,264,1,3250.66,0.15
604,303,363,1,3733.16,0.2
605,304,109,1,5776.7,0.1
606,304,468,1,1837.0,0.0
607,304,397,1,10928.94,0.05
608,305,370,1,72922.62,0.1
609,306,344,2,3940.76,0.05
610,306,96,4,6949.85,0.05
611,307,448,1,15315.33,0.15
612,308,285,2,7183.84,0.2
613,308,63,1,1855.25,0.0
614,309,462,1,26718.95,0.2
615,309,324,1,21982.31,0.2
616,310,398,2,15978.2,0.2
617,310,285,1,7183.84,0.1
618,311,406,1,5945.57,0.0
619,311,419,1,3343.7,0.15
620,312,291,1,11751.56,0.0
621,312,257,1,17226.73,0.15
622,312,295,1,77286.53,0.15
623,313,51,2,6571.46,0.0
624,314,453,2,26447.21,0.1
625,315,409,1,677.9,0.0
626,315,341,2,18165.69,0.05
627,315,316,1,2562.62,0.0
628,316,37,1,24772.71,0.2
629,316,7,1,17090.07,0.05
630,316,174,1,4031.88,0.15
631,317,473,1,1787.07,0.2
632,317,391,1,5461.63,0.05
633,317,259,1,2503.61,0.0
634,318,296,1,4505.03,0.2
635,318,387,1,74915.56,0.0
636,318,109,1,5776.7,0.15
637,318,304,1,19226.28,0.05
638,318,250,1,102637.99,0.0
639,319,442,1,14071.99,0.05
640,319,241,1,12129.42,0.0
641,320,256,1,57746.08,0.0
642,320,387,1,74915.56,0.1
643,321,88,1,6628.98,0.0
644,322,244,1,7349.36,0.0
645,323,492,1,5007.22,0.2
646,324,25,1,5237.16,0.15
647,325,482,2,6708.8,0.0
648,326,197,1,13191.41,0.05
649,326,50,1,29721.1,0.05
650,326,445,3,11220.34,0.0
651,327,313,1,53425.19,0.2
652,327,258,2,12802.31,0.0
653,327,437,1,5623.38,0.0
654,328,320,2,2560.33,0.15
655,328,466,1,10824.51,0.0
656,328,129,2,18425.99,0.05
657,328,206,1,6283.04,0.0
658,329,133,1,18181.8,0.05
659,329,461,2,18303.54,0.0
660,329,304,1,19226.28,0.1
661,330,395,1,46929.27,0.05
662,330,339,2,7799.87,0.1
663,331,202,1,8828.22,0.2
664,331,291,1,11751.56,0.15
665,332,272,1,6811.11,0.1
666,333,261,1,56768.87,0.2
667,333,417,1,7493.55,0.0
668,334,448,1,15315.33,0.05
669,334,96,1,6949.85,0.05
670,334,153,1,27218.41,0.2
671,335,183,2,29161.08,0.15
672,335,27,3,11663.5,0.0
673,335,119,1,4622.7,0.2
674,335,497,1,978.07,0.15
675,336,91,3,11379.47,0.1
676,336,436,1,12946.06,0.15
677,336,476,1,35856.91,0.2
678,336,394,1,5439.58,0.05
679,337,401,3,17589.46,0.05
680,338,163,1,2245.65,0.15
681,338,29,1,3345.49,0.05
682,338,418,2,5662.67,0.0
683,339,81,1,87611.08,0.1
684,339,482,1,6708.8,0.15
685,340,241,1,12129.42,0.15
686,340,370,1,72922.62,0.15
687,341,1,1,43348.18,0.2
688,342,109,1,5776.7,0.1
689,343,106,1,35566.34,0.05
690,343,45,2,34139.77,0.2
691,343,5,1,3175.62,0.1
692,344,107,4,11111.61,0.05
693,345,383,1,37348.64,0.1
694,345,104,1,3483.74,0.2
695,345,406,3,5945.57,0.2
696,346,256,1,57746.08,0.05
697,346,70,2,18136.21,0.2
698,346,473,1,1787.07,0.0
699,347,274,1,2516.67,0.05
700,348,408,1,21934.92,0.0
701,348,313,2,53425.19,0.0
702,348,172,2,25817.09,0.0
703,349,364,2,1545.17,0.2
704,349,257,3,17226.73,0.1
705,350,470,1,79905.14,0.2
706,351,182,2,1727.75,0.2
707,351,395,2,46929.27,0.2
708,351,141,2,2617.28,0.2
709,352,190,1,14073.83,0.0
710,352,167,1,16432.65,0.05
711,353,418,1,5662.67,0.05
712,353,395,2,46929.27,0.0
713,353,212,1,4848.66,0.05
714,354,450,2,74299.68,0.15
715,355,360,1,2248.83,0.15
716,355,63,1,1855.25,0.05
717,356,102,1,1963.67,0.15
718,357,287,2,18396.48,0.2
719,357,197,1,13191.41,0.15
720,358,387,2,74915.56,0.0
721,358,340,2,53159.78,0.05
722,359,313,1,53425.19,0.15
723,359,389,1,11963.88,0.1
724,359,251,1,3802.6,0.15
725,359,150,1,19320.59,0.15
726,360,14,1,19464.27,0.0
727,360,180,2,61476.94,0.0
728,361,285,1,7183.84,0.1
729,361,482,2,6708.8,0.15
730,361,439,1,16238.97,0.1
731,361,249,1,1109.22,0.15
732,362,195,1,6869.73,0.1
733,362,55,3,20477.41,0.05
734,362,321,1,4294.05,0.2
735,362,260,1,7882.42,0.1
736,363,17,1,12553.15,0.1
737,364,105,3,5666.13,0.15
738,365,193,1,23309.52,0.15
739,366,497,4,978.07,0.05
740,367,295,1,77286.53,0.0
741,367,225,1,5319.79,0.05
742,368,261,1,56768.87,0.0
743,369,83,1,3482.78,0.2
744,369,370,3,72922.62,0.0
745,369,426,2,4691.32,0.15
746,369,393,1,6667.39,0.15
747,370,483,1,17903.04,0.05
748,370,434,1,69771.6,0.1
749,370,252,1,658.24,0.05
750,370,22,1,17700.68,0.05
751,371,197,2,13191.41,0.0
752,372,78,2,8562.46,0.0
753,372,394,3,5439.58,0.2
754,372,420,2,18990.6,0.0
755,373,226,1,6838.71,0.0
756,374,84,1,60836.12,0.05
757,374,382,1,47217.48,0.1
758,375,197,1,13191.41,0.0
759,375,272,1,6811.11,0.2
760,375,10,1,5823.38,0.15
761,376,396,1,27918.45,0.0
762,376,481,2,23852.72,0.0
763,376,295,2,77286.53,0.05
764,377,119,2,4622.7,0.0
765,377,304,2,19226.28,0.0
766,378,462,4,26718.95,0.05
767,378,197,1,13191.41,0.15
768,378,364,1,1545.17,0.05
769,379,411,2,18520.4,0.0
770,379,94,2,6392.08,0.1
771,380,251,1,3802.6,0.2
772,380,10,1,5823.38,0.15
773,381,427,1,70616.14,0.2
774,381,334,1,56205.97,0.0
775,381,139,2,26759.6,0.2
776,381,435,1,7931.36,0.0
777,381,37,1,24772.71,0.2
778,382,41,1,17278.36,0.1
779,382,114,1,26775.06,0.15
780,382,167,1,16432.65,0.0
781,382,350,1,10971.84,0.2
782,383,370,1,72922.62,0.0
783,384,64,1,1122.65,0.1
784,385,434,2,69771.6,0.0
785,385,385,1,9240.33,0.1
786,386,325,1,4624.87,0.2
787,387,10,1,5823.38,0.2
788,387,58,1,2490.14,0.1
789,388,290,1,10918.09,0.15
790,388,387,3,74915.56,0.15
791,389,387,1,74915.56,0.1
792,389,372,1,13920.61,0.15
793,389,172,4,25817.09,0.05
794,390,83,2,3482.78,0.0
795,390,40,1,1539.65,0.0
796,391,259,2,2503.61,0.15
797,392,248,1,39817.78,0.15
798,392,313,1,53425.19,0.1
799,392,310,1,8035.03,0.0
800,393,408,1,21934.92,0.0
801,393,386,2,8702.73,0.05
802,393,305,1,81813.14,0.15
803,394,476,2,35856.91,0.1
804,394,255,1,4445.38,0.05
805,395,477,2,3432.22,0.2
806,396,133,4,18181.8,0.05
807,397,495,1,6102.26,0.0
808,398,327,1,28391.95,0.05
809,398,9,1,11592.97,0.1
810,398,155,1,12348.38,0.1
811,399,396,1,27918.45,0.05
812,399,101,1,4634.32,0.0
813,399,304,1,19226.28,0.0
814,400,316,2,2562.62,0.1
815,400,86,2,3183.51,0.0
816,400,340,1,53159.78,0.05
817,401,71,1,9734.8,0.05
818,401,233,3,89217.12,0.2
819,401,217,1,3162.18,0.05
820,402,135,1,63842.5,0.1
821,402,41,2,17278.36,0.2
