product_id,product_name,category,units_sold,net_sales,cogs,gross_profit,gross_margin_pct
35,Mira Running Product 0035,Sports,123,1656311.204,737693.73,918617.4739999999,55.46164704927033
36,Mira Bags Product 0036,Fashion,87,972442.5920000001,434925.18000000005,537517.412,55.274976273355165
37,Orion Storage Product 0037,Home,790,17895805.704,7096672.699999999,10799133.004,60.344491791091706
38,Pulse Kitchen Product 0038,Home,117,2351189.9499999997,1006869.2399999999,1344320.71,57.17618476550566
39,Vertex Audio Product 0039,Electronics,172,6725461.005,4277039.72,2448421.285,36.40525583569271
40,Orion Furniture Product 0040,Home,799,1118709.69,717781.65,400928.0399999999,35.838434545069504
41,Orion Storage Product 0041,Home,1048,16572538.994,6965196.640000001,9607342.354,57.97145722498096
42,Vertex Footwear Product 0042,Fashion,283,3812720.625,1740475.47,2072245.155,54.35082605875431
43,Nexa Footwear Product 0043,Fashion,265,2958213.3285000003,1179533.5499999998,1778679.7785000005,60.12682592441373
44,Aster Storage Product 0044,Home,161,4007740.5140000004,1875046.25,2132694.2640000004,53.21437993677452
45,Prime Accessories Product 0045,Electronics,546,17107438.746999998,6325055.100000001,10782383.646999996,63.02745727434401
46,Pulse Running Product 0046,Sports,892,9571677.816,6244258.68,3327419.136,34.763175275685654
47,UrbanX Footwear Product 0047,Fashion,79,1079137.6995,474062.41,605075.2895000002,56.07025774193149
48,Prime Haircare Product 0048,Beauty,98,470673.26249999995,251274.94000000003,219398.32249999992,46.61372123299652
49,Zenith Outdoor Product 0049,Sports,284,5917233.3780000005,2899992.16,3017241.2180000003,50.990742214393016
50,Mira Kitchen Product 0050,Home,434,11741320.555,4616583.86,7124736.694999999,60.68088049913563
51,Vertex Storage Product 0051,Home,1083,6525131.207,4299856.5600000005,2225274.647,34.10314024969766
52,UrbanX Accessories Product 0052,Electronics,570,48986945.047,28423511.7,20563433.347,41.97737443572085
53,UrbanX Phones Product 0053,Electronics,78,2352792.816,1069499.34,1283293.476,54.54341186665711
54,Orion Accessories Product 0054,Electronics,107,7949830.458,4852553.79,3097276.6679999996,38.96028581192164
55,Nexa Sportswear Product 0055,Sports,166,3095160.5215,1559060.3800000001,1536100.1414999997,49.62909454387727
56,Vertex Bags Product 0056,Fashion,96,168341.46649999998,83372.16,84969.30649999998,50.474377030569585
57,Orion Fitness Product 0057,Sports,124,673639.824,452008.52,221631.304,32.90056438231003
58,Nexa Makeup Product 0058,Beauty,150,344884.38999999996,165291.0,179593.38999999996,52.07350497945123
59,Zenith Accessories Product 0059,Electronics,653,1254788.3879999998,724758.17,530030.2179999998,42.240605911631995
60,Zenith Haircare Product 0060,Beauty,383,1864213.8900000001,917602.89,946611.0000000001,50.77802526189739
61,Zenith Haircare Product 0061,Beauty,371,200394.972,109430.15999999999,90964.81200000002,45.39276165072645
62,Orion Accessories Product 0062,Electronics,75,4986650.556,2520993.0,2465657.556,49.44516421013881
63,Mira Bags Product 0063,Fashion,543,918812.5625,637845.81,280966.75249999994,30.57933293113849
64,Nova Women Product 0064,Fashion,402,409037.5275,256158.42,152879.1075,37.37532554393802
65,Zenith Furniture Product 0065,Home,405,7774214.1775,5227626.6,2546587.5775000006,32.75684872266951
66,Orion Fitness Product 0066,Sports,236,3086737.822,1575774.36,1510963.462,48.95017164175598
67,Vertex Personal Care Product 0067,Beauty,177,1117742.574,458307.87,659434.704,58.99701052274672
68,Prime Fitness Product 0068,Sports,260,3762608.824,1547111.8,2215497.024,58.88193877259669
69,Zenith Accessories Product 0069,Electronics,172,2685616.3800000004,1666655.9200000002,1018960.4600000002,37.94140025315157
70,Prime Outdoor Product 0070,Sports,478,7982652.831499999,4926616.9399999995,3056035.8915,38.28346235277462
71,Nova Women Product 0071,Fashion,234,2104177.02,1131186.42,972990.6000000001,46.24090990215263
72,Zenith Men Product 0072,Fashion,136,1201214.069,786388.7200000001,414825.3489999998,34.533840362470805
73,Nexa Outdoor Product 0073,Sports,167,1528234.0010000002,935186.64,593047.3610000001,38.80605722761956
74,Zenith Decor Product 0074,Home,444,13617216.423,6072761.16,7544455.263,55.40379934225857
75,Zenith Footwear Product 0075,Fashion,56,367393.845,187658.24,179735.60499999998,48.921779024360085
76,Vertex Footwear Product 0076,Fashion,289,1256019.156,691296.67,564722.4859999999,44.96129563807385
77,Vertex Furniture Product 0077,Home,89,1046640.645,535210.4,511430.245,48.86397709120115
78,Vertex Storage Product 0078,Home,297,2324279.767,1008463.5,1315816.267,56.61178510788112
79,Orion Outdoor Product 0079,Sports,192,189318.49850000002,107639.04000000001,81679.45850000001,43.143939523691074
80,Orion Makeup Product 0080,Beauty,224,259106.99099999998,151229.12,107877.87099999998,41.63448874291469
81,Orion Laptops Product 0081,Electronics,572,45732983.76,26336247.08,19396736.68,42.413013727228545
82,Nexa Running Product 0082,Sports,88,1446357.408,693530.64,752826.768,52.0498435473841
83,Vertex Fitness Product 0083,Sports,391,1252581.827,614217.99,638363.837,50.963843099090404
84,Aster Laptops Product 0084,Electronics,323,18062244.028,9432827.4,8629416.628,47.775994027224534
85,Nova Bags Product 0085,Fashion,342,4055751.8959999997,2101603.68,1954148.2159999995,48.18214393063061
86,Orion Storage Product 0086,Home,1062,3114587.0085,1637996.94,1476590.0685,47.408855956511964
87,Nova Bags Product 0087,Fashion,63,376891.986,248468.84999999998,128423.136,34.07425489805984
88,Nova Personal Care Product 0088,Beauty,384,2321137.347,1518792.96,802344.3870000001,34.56686387115377
89,Mira Kitchen Product 0089,Home,1263,2796423.7565,1482042.09,1314381.6665,47.002235031255715
90,Zenith Decor Product 0090,Home,228,3599777.437,1980633.72,1619143.717,44.97899510002401
91,UrbanX Storage Product 0091,Home,206,2130805.7575,1201317.84,929487.9174999997,43.62142885283619
92,UrbanX Men Product 0092,Fashion,978,413842.77900000004,234641.75999999998,179201.01900000006,43.30171458664017
93,Zenith Bags Product 0093,Fashion,661,3414427.0875000004,2298720.04,1115707.0475000003,32.6762592642418
94,Aster Skincare Product 0094,Beauty,679,3995689.2079999996,2236707.48,1758981.7279999997,44.02198560584344
95,Vertex Skincare Product 0095,Beauty,278,1802389.5835,925987.4199999999,876402.1635,48.624457859889766
96,UrbanX Outdoor Product 0096,Sports,599,3810950.2475,1773297.5699999998,2037652.6775000002,53.46836209254396
97,Nova Running Product 0097,Sports,160,2649735.936,1453633.5999999999,1196102.3360000004,45.14043530713546
98,Orion Bags Product 0098,Fashion,115,1072229.1300000001,590044.2999999999,482184.8300000002,44.97031618605626
99,Vertex Makeup Product 0099,Beauty,82,206992.4085,82136.94,124855.46849999999,60.3188635780331
100,Orion Personal Care Product 0100,Beauty,236,1230379.3465,732168.76,498210.5865,40.4924373866674
101,Nexa Skincare Product 0101,Beauty,403,1713771.5359999998,686949.77,1026821.7659999998,59.915907367480045
102,Prime Footwear Product 0102,Fashion,259,465193.423,250520.34,214673.083,46.147058919188545
103,Prime Skincare Product 0103,Beauty,147,996752.192,644959.5599999999,351792.6320000001,35.29389098148079
104,Nova Skincare Product 0104,Beauty,720,2312680.799,902620.8,1410059.999,60.97080062279706
105,Pulse Footwear Product 0105,Fashion,138,706849.7175,376330.14,330519.5775,46.75952600914776
106,Nova Furniture Product 0106,Home,156,5157119.3,2714506.08,2442613.2199999997,47.36390759856961
107,Mira Decor Product 0107,Home,184,1875639.7680000002,1175160.16,700479.6080000002,37.34616955509125
108,Zenith Kitchen Product 0108,Home,233,5028382.8545,3024242.14,2004140.7145000002,39.85656566914857
109,UrbanX Women Product 0109,Fashion,249,1323441.97,664279.71,659162.26,49.806661337784234
110,UrbanX Men Product 0110,Fashion,163,1867992.8535000002,1140127.95,727864.9035000002,38.96507966485109
111,Prime Women Product 0111,Fashion,255,3206286.4399999995,1804267.8,1402018.6399999994,43.72717990848003
112,Aster Kitchen Product 0112,Home,211,5509514.2020000005,3722204.5799999996,1787309.622000001,32.44042135967618
113,UrbanX Footwear Product 0113,Fashion,173,536596.44,270354.02,266242.4199999999,49.616881543232
114,Zenith Storage Product 0114,Home,678,16575100.893000001,9994153.92,6580946.973000001,39.70381245630467
115,Nexa Decor Product 0115,Home,191,713664.732,403649.85,310014.882,43.43984900741879
116,Pulse Bags Product 0116,Fashion,153,792756.228,411524.1,381232.128,48.08945228494629
117,Nova Women Product 0117,Fashion,175,1390713.4530000002,903357.0,487356.4530000002,35.04362828652382
118,Mira Phones Product 0118,Electronics,317,22272947.55,11740941.389999999,10532006.160000002,47.28609060995163
119,Prime Sportswear Product 0119,Sports,1800,7597407.45,4718160.0,2879247.45,37.89776274273667
120,Pulse Men Product 0120,Fashion,119,1042209.72,438789.89,603419.83,57.89811958383961
121,Aster Outdoor Product 0121,Sports,456,7220120.53,3353209.6799999997,3866910.8500000006,53.55742793950284
122,Aster Fitness Product 0122,Sports,621,5251666.117500001,2111083.29,3140582.8275000006,59.80164689134963
123,Vertex Furniture Product 0123,Home,726,23262536.632,10015576.56,13246960.071999999,56.94546678876563
124,Orion Storage Product 0124,Home,202,5328664.782,2495538.3,2833126.482,53.167662029898736
125,Aster Outdoor Product 0125,Sports,232,3826045.539,2015676.32,1810369.2189999998,47.31698043178989
126,Pulse Personal Care Product 0126,Beauty,211,943817.4015,430665.76999999996,513151.6315000001,54.3697997816583
127,Zenith Outdoor Product 0127,Sports,600,9530843.808,5693124.000000001,3837719.8079999993,40.266317288493326
128,Nova Skincare Product 0128,Beauty,368,328682.984,154416.48,174266.504,53.01963061160476
129,UrbanX Outdoor Product 0129,Sports,764,12970054.361000001,8234949.72,4735104.641000002,36.50797837238148
130,UrbanX Laptops Product 0130,Electronics,219,14084774.5775,9172545.629999999,4912228.947500002,34.8761630544456
131,UrbanX Audio Product 0131,Electronics,195,8813396.4,5342699.7,3470696.7,39.37978666204098
132,Nova Phones Product 0132,Electronics,89,5721591.564,3151882.49,2569709.074,44.91248711579651
133,Nova Outdoor Product 0133,Sports,1705,28302698.97,17391545.599999998,10911153.370000001,38.55163559335981
134,Pulse Footwear Product 0134,Fashion,113,1006578.32,637036.37,369541.94999999995,36.712687195567646
135,Nexa Audio Product 0135,Electronics,96,5675598.25,3254355.84,2421242.41,42.660567280286266
136,Prime Fitness Product 0136,Sports,63,713118.238,486228.96,226889.278,31.816501936106704
137,Prime Furniture Product 0137,Home,391,1205573.283,519064.23,686509.0530000001,56.944614042180966
138,Zenith Personal Care Product 0138,Beauty,173,545023.668,331106.43,213917.23799999995,39.24916486379083
139,Orion Phones Product 0139,Electronics,1259,30928745.68,14344932.69,16583812.99,53.61941658281953
140,UrbanX Personal Care Product 0140,Beauty,159,194925.762,108811.65000000001,86114.11199999998,44.17790194402317
141,Nexa Sportswear Product 0141,Sports,284,676436.0160000001,294803.36,381632.6560000001,56.418145541203714
142,Mira Furniture Product 0142,Home,96,1099222.102,728097.6000000001,371124.50199999986,33.76246723248655
143,Nexa Haircare Product 0143,Beauty,518,4276705.521,1674435.0,2602270.5209999997,60.847549783870186
144,Aster Accessories Product 0144,Electronics,59,4198617.720000001,2240851.86,1957765.8600000008,46.628819067624015
145,Nova Makeup Product 0145,Beauty,159,319673.685,184320.75,135352.935,42.340968728783544
146,Nova Accessories Product 0146,Electronics,56,2222448.624,867007.12,1355441.5039999997,60.98865410712864
147,Pulse Women Product 0147,Fashion,286,2528718.36,1526742.36,1001975.9999999998,39.6238670090567
148,Orion Footwear Product 0148,Fashion,117,324214.667,164413.08000000002,159801.587,49.28882103905558
149,Zenith Laptops Product 0149,Electronics,198,14526401.2385,7982278.92,6544122.318500001,45.0498524104911
150,Pulse Outdoor Product 0150,Sports,213,3807122.2595,2041570.92,1765551.3395000002,46.37495775436103
151,Pulse Fitness Product 0151,Sports,229,3772777.8565,1617039.99,2155737.8665000005,57.13927372601457
152,Nova Men Product 0152,Fashion,92,996529.1849999999,499930.75999999995,496598.425,49.83280293993597
153,Prime Accessories Product 0153,Electronics,243,6110533.045,3065498.46,3045034.585,49.83255245614992
154,Nova Audio Product 0154,Electronics,101,8359426.4399999995,4477144.16,3882282.2799999993,46.44196952823476
155,Pulse Running Product 0155,Sports,157,1769522.8539999998,1189128.99,580393.8639999998,32.79945566614309
156,Pulse Men Product 0156,Fashion,212,2981434.553,1282968.88,1698465.673,56.96806831768143
157,Pulse Running Product 0157,Sports,243,3338592.917,1578576.5999999999,1760016.317,52.71730818208047
158,Prime Haircare Product 0158,Beauty,215,817542.59,497583.10000000003,319959.48999999993,39.136736594970536
159,UrbanX Fitness Product 0159,Sports,201,2163740.847,1076017.3199999998,1087723.5270000002,50.27050852730887
160,Vertex Haircare Product 0160,Beauty,425,1258217.916,684237.25,573980.666,45.618541804327634
161,Pulse Fitness Product 0161,Sports,227,1509412.5435000001,628708.28,880704.2635000001,58.34748540368149
162,Zenith Running Product 0162,Sports,126,1187426.325,773221.68,414204.6449999999,34.8825553450653
163,Nexa Haircare Product 0163,Beauty,231,469340.85000000003,277608.87,191731.98000000004,40.851330115416125
164,Mira Personal Care Product 0164,Beauty,531,2297455.835,1357846.6500000001,939609.1849999998,40.89781273205628
165,Aster Storage Product 0165,Home,632,11393990.474,6812068.88,4581921.594,40.21349328363498
166,Nova Audio Product 0166,Electronics,235,5093043.758,3584558.4,1508485.3580000005,29.618543049635434
167,Pulse Decor Product 0167,Home,1597,23944014.315,12654707.85,11289306.465000002,47.148762594615086
168,Vertex Audio Product 0168,Electronics,117,533823.2585,361441.07999999996,172382.17850000004,32.29199472956274
169,Orion Bags Product 0169,Fashion,307,3296979.286,1466293.4,1830685.886,55.52615673909939
170,Nova Decor Product 0170,Home,96,897166.792,414855.36,482311.43200000003,53.75939416179372
171,Nova Sportswear Product 0171,Sports,129,150943.9815,85641.81,65302.1715,43.26252087102923
172,UrbanX Storage Product 0172,Home,1158,27479710.596,12102119.04,15377591.556000002,55.959801695431224
173,Nova Outdoor Product 0173,Sports,355,6524871.002,3748139.6999999997,2776731.3020000006,42.556110322317146
174,UrbanX Skincare Product 0174,Beauty,617,2277004.23,1084173.8900000001,1192830.3399999999,52.38595186975124
175,Orion Audio Product 0175,Electronics,273,2062005.8059999999,1261765.05,800240.7559999998,38.80885076421554
176,Orion Haircare Product 0176,Beauty,307,200463.081,86506.45999999999,113956.62100000001,56.8466873957704
177,Mira Audio Product 0177,Electronics,1239,96493103.13,39040059.870000005,57453043.25999999,59.54108780458286
178,Aster Footwear Product 0178,Fashion,688,1798370.23,975081.76,823288.47,45.77969854405341
179,Pulse Personal Care Product 0179,Beauty,39,180178.5955,122676.06,57502.5355,31.91418788698461
180,Nova Accessories Product 0180,Electronics,1240,69760957.665,38779561.6,30981396.065000005,44.41079523847159
181,Zenith Footwear Product 0181,Fashion,317,2270007.296,1299661.96,970345.3360000001,42.74635318176528
182,Mira Bags Product 0182,Fashion,397,628641.8375,297150.53,331491.3075,52.731346806042
183,Orion Kitchen Product 0183,Home,737,19761005.862,7872479.23,11888526.632,60.1615460013672
184,UrbanX Footwear Product 0184,Fashion,64,722970.067,484890.88,238079.18700000003,32.93071150067407
185,Nexa Laptops Product 0185,Electronics,345,16574650.992,8854321.5,7720329.492000001,46.57913759828989
186,Nexa Decor Product 0186,Home,666,12819756.8985,8324693.640000001,4495063.258499999,35.063560831063434
187,Zenith Outdoor Product 0187,Sports,192,3384141.319,1475233.92,1908907.3990000002,56.407437487394134
188,Pulse Audio Product 0188,Electronics,180,1958259.2825,1182250.8,776008.4824999999,39.62746350469553
189,Nexa Storage Product 0189,Home,347,1727208.8985000001,809235.2300000001,917973.6685,53.147807963311045
190,Zenith Footwear Product 0190,Fashion,500,6404296.3415,2829550.0,3574746.3415,55.81794081475516
191,UrbanX Personal Care Product 0191,Beauty,298,972887.675,496310.06,476577.61500000005,48.98588267139884
192,Nexa Women Product 0192,Fashion,143,592329.796,280315.75,312014.046,52.67573032912226
193,Nexa Phones Product 0193,Electronics,818,17430859.056,12461142.06,4969716.996000001,28.511027368380557
194,Nova Outdoor Product 0194,Sports,786,7789520.654999999,3637859.5199999996,4151661.135,53.29803101985613
195,Nexa Fitness Product 0195,Sports,374,2337769.119,1041047.7000000001,1296721.4189999998,55.46832698152344
196,Prime Outdoor Product 0196,Sports,178,416173.316,260066.9,156106.416,37.50995318498507
197,Prime Women Product 0197,Fashion,1692,20415026.116,13180341.6,7234684.516000001,35.438037036503786
198,Vertex Bags Product 0198,Fashion,968,8157528.819999999,3770195.44,4387333.379999999,53.7826280091524
199,Pulse Haircare Product 0199,Beauty,190,1399106.445,781160.3,617946.145,44.16720023042993
200,Pulse Haircare Product 0200,Beauty,51,151168.367,86169.09,64999.277,42.99793554031049
201,Nova Furniture Product 0201,Home,253,3038367.178,1328131.0899999999,1710236.088,56.28799904051623
202,Prime Storage Product 0202,Home,183,1474312.7399999998,725613.2999999999,748699.4399999998,50.782945821929204
203,Nova Skincare Product 0203,Beauty,123,264585.649,170817.47999999998,93768.169,35.439627717677155
204,Prime Bags Product 0204,Fashion,440,4900418.7165,2343136.4000000004,2557282.3164999997,52.184975701963566
205,Pulse Bags Product 0205,Fashion,428,554112.042,296064.72000000003,258047.322,46.56952068188404
206,Nexa Personal Care Product 0206,Beauty,469,2710817.608,1334356.59,1376461.018,50.776600164388476
207,Nexa Footwear Product 0207,Fashion,320,860107.812,504339.2,355768.612,41.36325784237849
208,Pulse Laptops Product 0208,Electronics,61,4581934.859999999,1887322.9200000002,2694611.9399999995,58.80947726960919
209,UrbanX Women Product 0209,Fashion,724,4252431.487500001,2311616.16,1940815.3275000006,45.64013160952779
210,Zenith Makeup Product 0210,Beauty,214,1370065.891,918479.4400000001,451586.451,32.96092939518337
211,Mira Accessories Product 0211,Electronics,509,39198994.254,24377277.41,14821716.844,37.8114722739029
212,Orion Sportswear Product 0212,Sports,95,424985.049,197616.15,227368.899,53.500446553356284
213,UrbanX Haircare Product 0213,Beauty,777,5950003.653,3649382.52,2300621.133,38.66587765605864
214,Nexa Laptops Product 0214,Electronics,276,8139649.658000001,4691839.92,3447809.738000001,42.35820806625681
215,Nexa Decor Product 0215,Home,157,2917583.0949999997,1828676.34,1088906.7549999997,37.322219095185694
216,Nexa Storage Product 0216,Home,130,1176986.16,676578.5,500407.6599999999,42.51601904987565
217,Zenith Makeup Product 0217,Beauty,191,559863.9689999999,309738.97000000003,250124.9989999999,44.67603075917892
218,Orion Makeup Product 0218,Beauty,67,454877.3775,226382.94999999998,228494.42750000002,50.23209304358075
219,Vertex Bags Product 0219,Fashion,73,749959.065,330738.18,419220.88499999995,55.89916897664274
220,Vertex Running Product 0220,Sports,154,1343706.496,583053.24,760653.256,56.60858664182569
221,Orion Skincare Product 0221,Beauty,471,1703355.1925000001,1001138.76,702216.4325000001,41.22548459604382
222,Mira Footwear Product 0222,Fashion,310,662419.3905,352987.7,309431.69049999997,46.71235397660057
223,UrbanX Laptops Product 0223,Electronics,335,9455496.9005,4040267.5,5415229.4004999995,57.27070145000678
224,Aster Men Product 0224,Fashion,592,7495163.1225,3256538.7199999997,4238624.4025,56.55146303321833
225,Orion Sportswear Product 0225,Sports,229,1115559.963,527093.88,588466.083,52.75073528252824
226,Aster Women Product 0226,Fashion,596,3731200.176,1567694.56,2163505.616,57.984174366098124
227,Nexa Personal Care Product 0227,Beauty,702,4027002.3,2033799.3,1993202.9999999998,49.4959488848566
228,Aster Women Product 0228,Fashion,754,3365145.0689999997,2363624.12,1001520.9489999996,29.761598043011432
229,Mira Fitness Product 0229,Sports,280,1235823.732,721952.0,513871.7320000001,41.58131282754813
230,Nova Outdoor Product 0230,Sports,84,645108.435,335139.0,309969.43500000006,48.049198891656104
231,Prime Decor Product 0231,Home,117,1986266.3605000002,1119245.4000000001,867020.9605,43.65079013278693
232,Prime Furniture Product 0232,Home,277,5519796.45,2323675.44,3196121.0100000002,57.90287810341267
233,Prime Laptops Product 0233,Electronics,249,20332581.648,10319391.659999998,10013189.988,49.24701723248676
234,Nova Sportswear Product 0234,Sports,153,793211.2195,445684.41,347526.80950000003,43.81264421840418
235,Mira Accessories Product 0235,Electronics,390,1594018.6430000002,959860.2,634158.4430000002,39.78362773765878
236,Pulse Accessories Product 0236,Electronics,177,1732047.4649999999,744785.91,987261.5549999998,56.99968245385238
237,Pulse Decor Product 0237,Home,501,8691054.441499999,4985596.29,3705458.1514999988,42.635311704024595
238,Pulse Running Product 0238,Sports,116,2571606.8225,1009686.04,1561920.7824999997,60.73715347284586
239,Mira Phones Product 0239,Electronics,230,14639924.991999999,7972894.800000001,6667030.191999998,45.54005704020481
240,Orion Makeup Product 0240,Beauty,559,348368.085,181948.91,166419.17500000002,47.77107380545494
241,Vertex Laptops Product 0241,Electronics,577,6405546.702,3492915.6599999997,2912631.042,45.47045205510079
242,Aster Laptops Product 0242,Electronics,242,15377054.215499999,8760351.600000001,6616702.6154999975,43.02971507267232
243,Vertex Storage Product 0243,Home,455,6025874.24,2595870.55,3430003.6900000004,56.9212624324533
244,UrbanX Running Product 0244,Sports,430,2897485.1799999997,1710789.4,1186695.7799999998,40.95606038613112
245,Pulse Skincare Product 0245,Beauty,38,113987.32800000001,62238.68,51748.64800000001,45.398597289691715
246,Vertex Decor Product 0246,Home,349,4058135.3279999997,2617733.83,1440401.4979999997,35.49417112981994
247,UrbanX Haircare Product 0247,Beauty,131,457245.0645,281296.30000000005,175948.76449999993,38.4801888878562
248,Aster Laptops Product 0248,Electronics,541,19773509.548,13863579.44,5909930.108000001,29.888119221596465
249,Zenith Running Product 0249,Sports,1321,1338273.93,679746.9700000001,658526.9599999998,49.2071873506495
250,Vertex Accessories Product 0250,Electronics,563,52848301.05100001,27734629.86,25113671.191000007,47.520299974761066
251,Nexa Personal Care Product 0251,Beauty,2022,7055153.91,4619542.08,2435611.83,34.522447859681066
252,Vertex Makeup Product 0252,Beauty,254,152909.152,106568.24,46340.912,30.30617290978109
253,Mira Sportswear Product 0253,Sports,221,2977908.049,1776541.65,1201366.3990000002,40.34262909505975
254,Mira Outdoor Product 0254,Sports,432,8333741.787,4212095.04,4121646.7469999995,49.457336840330875
255,Orion Women Product 0255,Fashion,898,3666771.693,1862029.9400000002,1804741.7529999998,49.21881982576983
256,Aster Phones Product 0256,Electronics,1214,64176106.008,44093645.44,20082460.568000004,31.292737776107177
257,Pulse Sportswear Product 0257,Sports,1189,18789194.411,12579952.920000002,6209241.490999997,33.04687447038624
258,Aster Sportswear Product 0258,Sports,544,6360187.608,2449729.92,3910457.688,61.483370130172425
259,Nova Haircare Product 0259,Beauty,927,2109166.2445,1311074.64,798091.6045000001,37.83919862083684
260,UrbanX Footwear Product 0260,Fashion,324,2361967.153,1706942.1600000001,655024.9929999998,27.732180448319717
261,Nova Phones Product 0261,Electronics,1256,65494245.319000006,31615680.32,33878564.999000005,51.72754466287707
262,Zenith Kitchen Product 0262,Home,86,2267037.7964999997,1336546.64,930491.1564999998,41.04436008683016
263,Prime Furniture Product 0263,Home,690,7213036.122,4660135.8,2552900.3220000006,35.39286756395922
264,Pulse Laptops Product 0264,Electronics,520,1547314.16,1080638.0,466676.1599999999,30.160401298208242
265,Prime Running Product 0265,Sports,121,1602917.6524999999,1070726.5799999998,532191.0725,33.201398192225604
266,Aster Audio Product 0266,Electronics,233,3632981.628,2001698.3399999999,1631283.2880000002,44.90205167643639
267,Pulse Sportswear Product 0267,Sports,419,6749647.950999999,3819088.6300000004,2930559.320999999,43.41795812573928
268,Orion Personal Care Product 0268,Beauty,43,47227.954999999994,28221.760000000002,19006.194999999992,40.2435273769529
269,Orion Audio Product 0269,Electronics,88,4432418.869,2427127.12,2005291.7489999998,45.24147668048382
270,Zenith Audio Product 0270,Electronics,109,5584112.394,2490124.62,3093987.774,55.40697528445915
271,Nova Sportswear Product 0271,Sports,91,373142.152,203166.59999999998,169975.55200000003,45.55249282048414
272,Mira Skincare Product 0272,Beauty,815,5072574.172499999,3134302.55,1938271.6224999996,38.21080888295281
273,Orion Haircare Product 0273,Beauty,177,827506.4875,356028.42,471478.06750000006,56.975754827541465
274,Zenith Makeup Product 0274,Beauty,1281,2953941.4125,1826552.28,1127389.1325,38.165588786876455
275,Mira Laptops Product 0275,Electronics,488,871867.7805,569051.9199999999,302815.86050000007,34.73185582409535
276,Prime Bags Product 0276,Fashion,160,910588.86,536992.0,373596.86,41.02805079341735
277,Mira Makeup Product 0277,Beauty,345,2400441.0285,1257656.1,1142784.9285,47.607290282574
